word,phonemic_transcription,vowel_syllable_count
intermingling(1),IH N T ER M IH NG G L IH NG,4
intermixing,IH N T ER M IH K S IH NG,4
synergistic,S IH N ER JH IH S T IH K,4
undetermining,AH N D IH T ER M IH N IH NG,5
characteristic,K EH R IH K T ER IH S T IH K,5
characteristics,K EH R IH K T ER IH S T IH K S,5
uncharacteristic,AH N K EH R IH K T ER IH S T IH K,6
indeterminate,IH N D IH T ER M IH N IH T,5
militaristic,M IH L IH T ER IH S T IH K,5
futuristic,F Y UW CH ER IH S T IH K,4
superwomen,S UW P ER W IH M IH N,4
porphyritic,P AO R F ER IH T IH K,4
porterages,P AO R T ER IH JH IH Z,4
bailiwick,B EY L IH W IH K,3
westfaelisches,W EH S T F EY L IH SH IH Z,4
airlifted,EH R L IH F T IH D,3
airlifting,EH R L IH F T IH NG,3
beverages,B EH V R IH JH IH Z,3
blemishes,B L EH M IH SH IH Z,3
caregiving,K EH R G IH V IH NG,3
cherishes,CH EH R IH SH IH Z,3
cherishing,CH EH R IH SH IH NG,3
cieslewicz,CH EH S L IH V IH CH,3
claridges,K L EH R IH JH IH Z,3
claritin,K L EH R IH T IH N,3
clendenin,K L EH N D IH N IH N,3
credited(1),K R EH D IH T IH D,3
credithrift,K R EH D IH TH R IH F T,3
debellis,D EH B IH L IH S,3
dechellis,D EH K IH L IH S,3
deficits,D EH F IH S IH T S,3
dendritic,D EH N D R IH T IH K,3
denigris,D EH N IH G R IH S,3
dephillips,D EH F IH L IH P S,3
desilets,D EH S IH L IH T S,3
devilbiss,D EH V IH L B IH S,3
edited(1),EH D IH T IH D,3
editing(1),EH D IH T IH NG,3
eggebrecht,EH G IH B R IH K T,3
encrypted,EH N K R IH P T IH D,3
engelbrecht,EH NG G IH L B R IH K T,3
engelking,EH NG G IH L K IH NG,3
enlisted,EH N L IH S T IH D,3
enlisting,EH N L IH S T IH NG,3
enneking,EH N IH K IH NG,3
enriches,EH N R IH CH IH Z,3
enriching,EH N R IH CH IH NG,3
entrekin,EH N T R IH K IH N,3
entrikin,EH N T R IH K IH N,3
envisage,EH N V IH Z IH JH,3
envisaged,EH N V IH Z IH JH D,3
espeseth,EH S P IH S IH TH,3
essex's,EH S IH K S IH Z,3
ethelson,EH TH IH L S IH N,3
ethelyn,EH TH IH L IH N,3
ethicist,EH TH IH S IH S T,3
ethicists,EH TH IH S IH S T S,3
eveleth,EH V IH L IH TH,3
exiting,EH G Z IH T IH NG,3
extrinsic,EH K S T R IH N S IH K,3
fetishist,F EH T IH SH IH S T,3
fetishists(1),F EH T IH SH IH S T S,3
glendenning,G L EH N D IH N IH NG,3
glendinning,G L EH N D IH N IH NG,3
greenwich's,G R EH N IH CH IH Z,3
guesstimate,G EH S T IH M IH T,3
guesstimates,G EH S T IH M IH T S,3
harris's,HH EH R IH S IH Z,3
hegedus,HH EH G IH D IH S,3
hemisphere,HH EH M IH S F IH R,3
hennepin,HH EH N IH P IH N,3
heritage(1),HH EH R IH T IH JH,3
kenefick,K EH N IH F IH K,3
kesselring,K EH S IH L R IH NG,3
kessenich,K EH S IH N IH K,3
knezevich,N EH Z IH V IH CH,3
lecithin(1),L EH S IH TH IH N,3
lemelin,L EH M IH L IH N,3
leninist,L EH N IH N IH S T,3
leveraging,L EH V R IH JH IH NG,3
marriages,M EH R IH JH IH Z,3
medecin,M EH D IH S IH N,3
medecins,M EH D IH S IH N Z,3
menaces(1),M EH N IH S IH Z,3
meredith,M EH R IH D IH TH,3
merideth,M EH R IH D IH TH,3
meridith,M EH R IH D IH TH,3
merited,M EH R IH T IH D,3
mesenbrink,M EH S IH N B R IH NG K,3
messages(1),M EH S IH JH IH Z,3
messaging,M EH S IH JH IH NG,3
nemecek,N EH M IH S IH K,3
paris's,P EH R IH S IH Z,3
parishes(1),P EH R IH SH IH Z,3
parrishes,P EH R IH SH IH Z,3
penitent,P EH N IH T IH N T,3
perishing,P EH R IH SH IH NG,3
premiering,P R EH M IH R IH NG,3
premiership,P R EH M IH R SH IH P,3
presages,P R EH S IH JH IH Z,3
presaging,P R EH S IH JH IH NG,3
registering(1),R EH JH IH S T R IH NG,3
remmington,R EH M IH NG T IH N,3
sarasin,S EH R IH S IH N,3
schlegelmilch,SH L EH G IH L M IH L K,3
sensenig,S EH N S IH N IH G,3
sensitive(1),S EH N S IH T IH V,3
septimus,S EH P T IH M IH S,3
stenciling,S T EH N S IH L IH NG,3
venice's,V EH N IH S IH Z,3
vestiges,V EH S T IH JH IH Z,3
wedekind,W EH D IH K IH N D,3
wedeking,W EH D IH K IH NG,3
zeppelin,Z EH P IH L IH N,3
replenishing,R IY P L EH N IH SH IH NG,4
isomedix's,AY S OW M EH D IH K S IH Z,5
accredited,AH K R EH D IH T IH D,4
appendages,AH P EH N D IH JH IH Z,4
appendixes,AH P EH N D IH K S IH Z,4
aseritis,AH S EH R IH T IH S,4
collectivist,K AH L EH K T IH V IH S T,4
competitive(1),K AH M P EH T IH T IH V,4
unaccredited,AH N AH K R EH D IH T IH D,5
anticompetitive,AE N T IH K AH M P EH T IH T IH V,6
percentages,P ER S EH N T IH JH IH Z,4
percentages(1),P ER S EH N IH JH IH Z,4
underestimates,AH N D ER EH S T IH M IH T S,5
hypersensitive,HH AY P ER S EH N S IH T IH V,5
athleticism,AE TH L EH T IH S IH Z M,4
identikit,AY D EH N T IH K IH T,4
discredited,D IH S K R EH D IH T IH D,4
disparages,D IH S P EH R IH JH IH Z,4
disparaging,D IH S P EH R IH JH IH NG,4
indebtedness,IH N D EH T IH D N IH S,4
insensitive(1),IH N S EH N S IH T IH V,4
miscarriages,M IH S K EH R IH JH IH Z,4
repetitive,R IH P EH T IH T IH V,4
befitting,B IH F IH T IH NG,3
beginning,B IH G IH N IH NG,3
beginnings,B IH G IH N IH NG Z,3
belittling(1),B IH L IH T L IH NG,3
business's,B IH Z N IH S IH Z,3
businesses(1),B IH Z N IH S IH Z,3
cyrix's(1),S IH R IH K S IH Z,3
dephillips(1),D IH F IH L IH P S,3
depicted(1),D IH P IH K T IH D,3
depicting,D IH P IH K T IH NG,3
descriptive,D IH S K R IH P T IH V,3
devilbiss(1),D IH V IH L B IH S,3
diminish,D IH M IH N IH SH,3
diminished,D IH M IH N IH SH T,3
dismisses,D IH S M IH S IH Z,3
dismissing,D IH S M IH S IH NG,3
dismissive,D IH S M IH S IH V,3
distilling,D IH S T IH L IH NG,3
distinctive,D IH S T IH NG K T IH V,3
distinguish,D IH S T IH NG G W IH SH,3
distinguished,D IH S T IH NG G W IH SH T,3
districting,D IH S T R IH K T IH N G,3
eclipses,IH K L IH P S IH Z,3
eclipsing,IH K L IH P S IH NG,3
ecliptic,IH K L IH P T IH K,3
elicit,IH L IH S IH T,3
emitted(1),IH M IH T IH D,3
emitting,IH M IH T IH NG,3
encrypted(1),IH N K R IH P T IH D,3
enriching(1),IH N R IH CH IH NG,3
equipping,IH K W IH P IH NG,3
evicted,IH V IH K T IH D,3
evicting,IH V IH K T IH NG,3
exhibit,IH G Z IH B IH T,3
existing,IH G Z IH S T IH NG,3
extinguish,IH K S T IH NG G W IH SH,3
extinguished,IH K S T IH NG G W IH SH T,3
filipek,F IH L IH P IH K,3
fillingim,F IH L IH NG G IH M,3
finishes,F IH N IH SH IH Z,3
finishing,F IH N IH SH IH NG,3
gingrich's,G IH NG G R IH CH IH Z,3
gingriches,G IH NG G R IH CH IH Z,3
ihlenfeldt,IH L IH N F IH L T,3
ilgenfritz,IH L G IH N F R IH T S,3
illiquid,IH L IH K W IH D,3
images(1),IH M IH JH IH Z,3
imaging,IH M IH JH IH NG,3
impinges,IH M P IH N JH IH Z,3
impinging,IH M P IH N JH IH NG,3
imprinted,IH M P R IH N T IH D,3
imprinted(1),IH M P R IH N IH D,3
imprinting,IH M P R IH N T IH NG,3
imprinting(1),IH M P R IH N IH NG,3
incentives(1),IH N S IH N IH V Z,3
indistinct,IH N D IH S T IH NG K T,3
inflicted,IH N F L IH K T IH D,3
inflicting,IH N F L IH K T IH NG,3
infringes,IH N F R IH N JH IH Z,3
infringing,IH N F R IH N JH IH NG,3
insincere,IH N S IH N S IH R,3
insisted(1),IH N S IH S T IH D,3
insisting,IH N S IH S T IH NG,3
instilling,IH N S T IH L IH NG,3
instinctive,IH N S T IH NG K T IH V,3
intrinsic,IH N T R IH N S IH K,3
iselin,IH S IH L IH N,3
killifish,K IH L IH F IH SH,3
klinedinst,K L IH N IH D IH N S T,3
klingensmith,K L IH NG G IH N S M IH TH,3
lillibridge,L IH L IH B R IH JH,3
limited(1),L IH M IH T IH D,3
limited's(1),L IH M IH T IH D Z,3
linguistic,L IH NG G W IH S T IH K,3
linguistics,L IH NG G W IH S T IH K S,3
linkages,L IH NG K IH JH IH Z,3
ltd,L IH M IH T IH D,3
lyricist,L IH R IH S IH S T,3
lyricists,L IH R IH S IH S T S,3
mihelich,M IH HH IH L IH K,3
miletich,M IH L IH T IH K,3
milicent,M IH L IH S IH N T,3
millicent,M IH L IH S IH N T,3
millikin,M IH L IH K IH N,3
mimicking,M IH M IH K IH NG,3
ministering,M IH N IH S T R IH NG,3
misgiving,M IH S G IH V IH NG,3
misgivings,M IH S G IH V IH NG Z,3
nitpicking,N IH T P IH K IH NG,3
philippic,F IH L IH P IH K,3
philips's,F IH L IH P S IH Z,3
phillips's,F IH L IH P S IH Z,3
physicist,F IH Z IH S IH S T,3
physicists,F IH Z IH S IH S T S,3
picinich,P IH S IH N IH CH,3
pillages,P IH L IH JH IH Z,3
pillaging,P IH L IH JH IH NG,3
predicted,P R IH D IH K T IH D,3
predicting,P R IH D IH K T IH NG,3
predictive,P R IH D IH K T IH V,3
primitive(1),P R IH M IH T IH V,3
privilege,P R IH V IH L IH JH,3
privileged,P R IH V IH L IH JH D,3
relinquish,R IH L IH NG K W IH SH,3
relinquished,R IH L IH NG K W IH SH T,3
reneging,R IH N IH G IH NG,3
rescinded,R IH S IH N D IH D,3
rescinding,R IH S IH N D IH NG,3
resisted,R IH Z IH S T IH D,3
resisting,R IH Z IH S T IH NG,3
revering,R IH V IH R IH NG,3
richesin,R IH K IH S IH N,3
shipbuilding,SH IH P B IH L D IH NG,3
shipbuildings,SH IH P B IH L D IH NG Z,3
simplistic,S IH M P L IH S T IH K,3
specific(1),S P IH S IH F IH K,3
specifics,S P IH S IH F IH K S,3
syndicats,S IH N D IH K IH T S,3
systemix,S IH S T IH M IH K S,3
tiddlywinks,T IH D L IH W IH NG K S,3
village's,V IH L IH JH IH Z,3
villages(1),V IH L IH JH IH Z,3
vindictive,V IH N D IH K T IH V,3
vintages,V IH N T IH JH IH Z,3
viridis,V IH R IH D IH S,3
visited,V IH Z IH T IH D,3
visiting,V IH Z IH T IH NG,3
whittinghill,W IH T IH NG HH IH L,3
whittinghill(1),HH W IH T IH NG HH IH L,3
wilhelmine,W IH L HH IH L M IH N,3
willis's,W IH L IH S IH Z,3
winifred,W IH N IH F R IH D,3
wittekind,W IH T IH K IH N D,3
preexisted,P R IY IH G Z IH S T IH D,4
preexisting,P R IY IH G Z IH S T IH NG,4
redistricting,R IY D IH S T R IH K T IH NG,4
refinishing,R IY F IH N IH SH IH NG,4
relinquishing,R IY L IH NG K W IH SH IH NG,4
revisiting,R IY V IH Z IH T IH NG,4
narcissistic,N AA R S IH S IH S T IH K,4
non-restricted,N AA N R IH S T R IH K T IH D,4
nonrestricted,N AA N R IH S T R IH K T IH D,4
optimistic,AA P T IH M IH S T IH K,4
stalinistic,S T AA L IH N IH S T IH K,4
coexisting,K OW IH G Z IH S T IH NG,4
photofinishing,F OW T OW F IH N IH SH IH NG,5
astrophysicist,AE S T R OW F IH S IH S IH S T,5
mountaineering,M AW N T IH N IH R IH NG,4
bradykinin,B R AH D IH K IH N IH N,4
public-spirit,P AH B L IH K S P IH R IH T,4
recidivist,R AH S IH D IH V IH S T,4
recidivists,R AH S IH D IH V IH S T S,4
solicited,S AH L IH S IH T IH D,4
undisciplined,AH N D IH S IH P L IH N D,4
undistinguished,AH N D IH S T IH NG G W IH SH T,4
unlimited(1),AH N L IH M IH T IH D,4
unremitted,AH N R IH M IH T IH D,4
unremitting,AH N R IH M IH T IH NG,4
unwillingness,AH N W IH L IH NG N IH S,4
unsolicited,AH N S AH L IH S IH T IH D,5
relativistic,R EH L AH T IH V IH S T IH K,5
arrearages,ER IH R IH JH IH Z,4
derivative(1),D ER IH V IH T IH V,4
afterimages,AE F T ER IH M IH JH IH Z,5
enteritidis,EH N T ER IH T IH D IH S,5
avedisian,AE V IH D IH ZH IH N,4
racketeering,R AE K IH T IH R IH NG,4
defilippis,D EH F IH L IH P IH S,4
envisages,EH N V IH Z IH JH IH Z,4
semifinish(2),S EH M IH F IH N IH SH,4
semifinished(2),S EH M IH F IH N IH SH T,4
competitiveness,K AH M P EH T IH T IH V N IH S,5
high-spirited,HH AY S P IH R IH D IH D,4
definitive,D IH F IH N IH T IH V,4
diminishes,D IH M IH N IH SH IH Z,4
diminishing,D IH M IH N IH SH IH NG,4
disinterested,D IH S IH N T R IH S T IH D,4
disinterested(1),D IH S IH N R IH S T IH D,4
dispiriting,D IH S P IH R IH T IH NG,4
distinguishes,D IH S T IH NG G W IH SH IH Z,4
distinguishing,D IH S T IH NG G W IH SH IH NG,4
elicited,IH L IH S IH T IH D,4
exhibiting,IH G Z IH B IH T IH NG,4
extinguishing,IH K S T IH NG G W IH SH IH NG,4
infinitive,IH N F IH N IH T IH V,4
inquisitive,IH N K W IH Z IH T IH V,4
privileges,P R IH V IH L IH JH IH Z,4
relinquishes,R IH L IH NG K W IH SH IH Z,4
uninhibited,AH N IH N HH IH B IH T IH D,5
primitivistic,P R IH M IH T IH V IH S T IH K,5
unisys's,Y UW N IH S IH S IH Z,4
poor-spirited,P UW R S P IH R IH T IH D,4
audited,AO D IH T IH D,3
auspices,AO S P IH S IH Z,3
autistic,AO T IH S T IH K,3
forbidding(1),F AO B IH D IH NG,3
hostages',HH AO S T IH JH IH Z,3
long-winded,L AO NG W IH N D IH D,3
off-limits,AO F L IH M IH T S,3
offlimit,AO F L IH M IH T,3
offlimits,AO F L IH M IH T S,3
sausages,S AO S IH JH IH Z,3
softimage,S AO F T IH M IH JH,3
solstices,S AO L S T IH S IH S,3
realpolitik,R IY L P AO L IH T IH K,4
carboxylic,K AA R B AO K S IH L IH K,4
unpromising,AH N P R AO M IH S IH NG,4
impolitic,IH M P AO L IH T IH K,4
basophilic,B EY S AO F IH L IH K,4
belvedere(1),B EH L V IH D IH R,3
belvidere,B EH L V IH D IH R,3
celestin,S EH L IH S T IH N,3
delellis,D EH L IH L IH S,3
ellis's,EH L IH S IH Z,3
elvis's,EH L V IH S IH Z,3
melridge's,M EH L R IH JH IH Z,3
pellegrin,P EH L IH G R IH N,3
relishes(1),R EH L IH SH IH Z,3
relishing,R EH L IH SH IH NG,3
embellishing,EH M B EH L IH SH IH NG,4
bougainville,B UW G IH N V IH L,3
bulimic,B Y UW L IH M IH K,3
bulimic(1),B UW L IH M IH K,3
dubinin,D UW B IH N IH N,3
duplechin,D UW P L IH K IH N,3
duplessis,D UW P L IH S IH S,3
fugitive(1),F Y UW JH IH T IH V,3
fugitives,F Y UW JH IH T IH V Z,3
grueling,G R UW IH L IH NG,3
humenik,HH Y UW M IH N IH K,3
jewfishes,JH UW F IH SH IH Z,3
kucewicz,K Y UW S IH W IH T S,3
lewis's,L UW IH S IH Z,3
llewelyn,L UW IH L IH N,3
louis'(2),L UW IH S IH Z,3
louis's,L UW IH S IH Z,3
lukenbill,L UW K IH N B IH L,3
mullenix,M UW L IH N IH K S,3
mutineers,M Y UW T IH N IH R Z,3
plumages(1),P L UW M IH JH IH Z,3
ruining,R UW IH N IH NG,3
tutelage,T Y UW T IH L IH JH,3
unifil,Y UW N IH F IH L,3
unisys,Y UW N IH S IH S,3
unisys',Y UW N IH S IH S,3
unitrin,Y UW N IH T R IH N,3
unitrin's,Y UW N IH T R IH N Z,3
usages(1),Y UW S IH JH IH Z,3
ferrofluidic,F EH R OW F L UW IH D IH K,5
ferrofluidics,F EH R OW F L UW IH D IH K S,5
opportunistic,AA P ER T UW N IH S T IH K,5
illuminate,IH L UW M IH N IH T,4
inclusiveness,IH N K L UW S IH V N IH S,4
altruistic,AO L T R UW IH S T IH K,4
aldric(1),AO L D R IH K,2
aldrich,AO L D R IH CH,2
aldridge,AO L D R IH JH,2
aldrin,AO L D R IH N,2
aldrin's,AO L D R IH N Z,2
aldwin,AO L D W IH N,2
aldwyn,AO L D W IH N,2
alling,AO L IH NG,2
alred,AO L R IH D,2
aubin,AO B IH N,2
audis,AO D IH S,2
audit,AO D IH T,2
audric,AO D R IH K,2
audwin,AO D W IH N,2
auschwitz,AO SH W IH T S,2
auspice,AO S P IH S,2
austen,AO S T IH N,2
austen's,AO S T IH N Z,2
austere,AO S T IH R,2
auzenne,AO Z IH N,2
balding,B AO L D IH NG,2
baldrige,B AO L D R IH JH,2
balking,B AO K IH NG,2
balling,B AO L IH NG,2
baltic,B AO L T IH K,2
baltics,B AO L T IH K S,2
blogging,B L AO G IH NG,2
blomkvist,B L AO M K W IH S T,2
blomquist,B L AO M K W IH S T,2
bobbling,B AO B L IH NG,2
bogging,B AO G IH NG,2
bongjin,B AO NG JH IH N,2
boschwitz,B AO SH W IH T S,2
boskin,B AO S K IH N,2
boss's,B AO S IH Z,2
bosses,B AO S IH Z,2
bosses',B AO S IH Z,2
brawling,B R AO L IH NG,2
broaddus,B R AO D IH S,2
broadening(1),B R AO D N IH NG,2
broadest,B R AO D IH S T,2
broadrick,B R AO D R IH K,2
bronwen,B R AO N W IH N,2
calling,K AO L IH NG,2
caughlin,K AO L IH N,2
caulking,K AO K IH NG,2
caulkins,K AO L K IH N Z,2
causes(1),K AO Z IH Z,2
causing(1),K AO Z IH NG,2
caustic(1),K AO S T IH K,2
chalking,CH AO K IH NG,2
chaumet,CH AO M IH T,2
chongqing,CH AO NG K IH NG,2
clauses(1),K L AO Z IH Z,2
clausing,K L AO Z IH NG,2
clawing,K L AO IH NG,2
clogging(1),K L AO G IH NG,2
coffin,K AO F IH N,2
coffing,K AO F IH NG,2
coffins,K AO F IH N Z,2
cofflin,K AO F L IH N,2
costing,K AO S T IH NG,2
coughlin,K AO G L IH N,2
crawfish,K R AO F IH SH,2
crawling,K R AO L IH NG,2
cross's,K R AO S IH Z,2
crossbill,K R AO S B IH L,2
crossbills,K R AO S B IH L Z,2
crosses,K R AO S IH Z,2
crossing,K R AO S IH NG,2
crossings,K R AO S IH NG Z,2
daughdrill,D AO D R IH L,2
daughtridge,D AO T R IH JH,2
daunted,D AO N T IH D,2
daunting,D AO N T IH NG,2
dawdling,D AO D L IH NG,2
dawkins,D AO K IH N Z,2
dawning,D AO N IH NG,2
doffing,D AO F IH NG,2
dogfish,D AO G F IH SH,2
dogging,D AO G IH NG,2
dornin,D AO N IH N,2
drawbridge,D R AO B R IH JH,2
drawing,D R AO IH NG,2
drawings,D R AO IH NG Z,2
faucett,F AO S IH T,2
faulding,F AO L D IH NG,2
faulstich,F AO L S T IH CH,2
faulted,F AO L T IH D,2
faulting,F AO L T IH NG,2
fausett,F AO S IH T,2
fawcett,F AO S IH T,2
fawning,F AO N IH NG,2
flaunted,F L AO N T IH D,2
flaunting,F L AO N T IH NG,2
forbid(1),F AO B IH D,2
forbids(1),F AO B IH D Z,2
forgings,F AO JH IH NG Z,2
frosted(1),F R AO S T IH D,2
frosting,F R AO S T IH NG,2
frostings,F R AO S T IH NG Z,2
galling,G AO L IH NG,2
gauguin,G AO G W IH N,2
gaulding,G AO L D IH NG,2
gaullist,G AO L IH S T,2
gawking,G AO K IH NG,2
gawlik,G AO L IH K,2
glosses,G L AO S IH Z,2
gnawing,N AO IH NG,2
golfing(1),G AO L F IH NG,2
gossage,G AO S IH JH,2
grotheer,G R AO TH IH R,2
groveling(1),G R AO V L IH NG,2
halling,HH AO L IH NG,2
halted(1),HH AO L T IH D,2
halting,HH AO L T IH NG,2
hauling,HH AO L IH NG,2
haunted(1),HH AO N T IH D,2
haunting,HH AO N T IH NG,2
hawing,HH AO IH NG,2
hawkbill,HH AO K B IH L,2
hawkbill's,HH AO K B IH L Z,2
hawking,HH AO K IH NG,2
hawkins,HH AO K IH N Z,2
hawkins',HH AO K IH N Z,2
hawkish,HH AO K IH SH,2
hobbit,HH AO B IH T,2
hobbits,HH AO B IH T S,2
hogging,HH AO G IH NG,2
honking,HH AO NG K IH NG,2
hoskyns,HH AO S K IH N Z,2
jaundiced,JH AO N D IH S T,2
jocelin,JH AO S L IH N,2
joceline,JH AO S L IH N,2
jocelyn,JH AO S L IH N,2
jocelyne,JH AO S L IH N,2
jogging(1),JH AO G IH NG,2
joslyn,JH AO S L IH N,2
kwok-shing,K W AO K SH IH NG,2
kyoung-min,K Y AO NG M IH N,2
lauded,L AO D IH D,2
lauding,L AO D IH NG,2
launches(1),L AO N CH IH Z,2
launching,L AO N CH IH NG,2
launchings,L AO N CH IH NG Z,2
lawing,L AO IH NG,2
lawlis,L AO L IH S,2
logging,L AO G IH NG,2
longest(1),L AO NG G IH S T,2
longing,L AO NG IH NG,2
longings,L AO NG IH NG Z,2
longish,L AO NG IH SH,2
longtin,L AO NG T IH N,2
losses(1),L AO S IH Z,2
lossing,L AO S IH NG,2
loughlin,L AO F L IH N,2
malting,M AO L T IH NG,2
maudlin,M AO D L IH N,2
maulding,M AO L D IH NG,2
mawkish,M AO K IH SH,2
mosses(1),M AO S IH Z,2
myoscint,M Y AO S IH N T,2
offering(1),AO F R IH NG,2
offering's(1),AO F R IH NG Z,2
offerings(1),AO F R IH NG Z,2
offill,AO F IH L,2
offing,AO F IH NG,2
offspring,AO F S P R IH NG,2
ongpin,AO NG P IH N,2
ostrich,AO S T R IH CH,2
paulding,P AO L D IH NG,2
paulick,P AO L IH K,2
paulik,P AO L IH K,2
paulin,P AO L IH N,2
pauling,P AO L IH NG,2
paullin,P AO L IH N,2
pauses(1),P AO Z IH Z,2
pausing,P AO Z IH NG,2
paustian,P AO Z CH IH N,2
pawing,P AO IH NG,2
pawlik,P AO L IH K,2
pawling,P AO L IH NG,2
plaudit,P L AO D IH T,2
plaudits,P L AO D IH T S,2
posnick,P AO S N IH K,2
quashing,K W AO SH IH NG,2
rawding,R AO D IH NG,2
rawling,R AO L IH NG,2
rawlings,R AO L IH NG Z,2
rawlins,R AO L IH N Z,2
rawness,R AO N IH S,2
rossing,R AO S IH NG,2
rothgeb,R AO TH G IH B,2
salling,S AO L IH NG,2
salted(1),S AO L T IH D,2
salting,S AO L T IH NG,2
sauces(1),S AO S IH Z,2
sausage(1),S AO S IH JH,2
sauvage,S AO V IH JH,2
sawhill,S AO HH IH L,2
sawing,S AO IH NG,2
sawmill,S AO M IH L,2
sawmills,S AO M IH L Z,2
scalded,S K AO L D IH D,2
scalding,S K AO L D IH NG,2
scrotten,S K R AO T IH N,2
smalling,S M AO L IH NG,2
smallish,S M AO L IH SH,2
smallridge,S M AO L R IH JH,2
soffit,S AO F IH T,2
softdrink,S AO F T D R IH NG K,2
softening(1),S AO F N IH NG,2
solstice,S AO L S T IH S,2
spalding,S P AO L D IH NG,2
spaulding,S P AO L D IH NG,2
spawning(1),S P AO N IH NG,2
sprawling,S P R AO L IH NG,2
squawking,S K W AO K IH NG,2
stalking,S T AO K IH NG,2
stalling,S T AO L IH NG,2
stallings,S T AO L IH NG Z,2
stallsmith,S T AO L S M IH TH,2
strawbridge,S T R AO B R IH JH,2
strossen(1),S T R AO S IH N,2
swantek,S W AO N T IH K,2
swatek,S W AO T IH K,2
talkin',T AO K IH N,2
talking,T AO K IH NG,2
talking's,T AO K IH NG Z,2
tallest,T AO L IH S T,2
taunted,T AO N T IH D,2
taunting,T AO N T IH NG,2
thawing,TH AO IH NG,2
tosses,T AO S IH Z,2
tossing,T AO S IH NG,2
trawick,T R AO IH K,2
unwin,AO N W IH N,2
vaulted,V AO L T IH D,2
vaulting,V AO L T IH NG,2
vaunted,V AO N T IH D,2
waddill,W AO D IH L,2
wadkins,W AO D K IH N Z,2
walbridge,W AO L B R IH JH,2
walding,W AO L D IH NG,2
waldridge,W AO L D R IH JH,2
waldschmidt,W AO L D SH M IH T,2
walk-in,W AO K IH N,2
walkin',W AO K IH N,2
walking,W AO K IH NG,2
wallace(1),W AO L IH S,2
wallich,W AO L IH K,2
wallich's,W AO L IH K S,2
wallick,W AO L IH K,2
wallin,W AO L IH N,2
walling,W AO L IH NG,2
wallis,W AO L IH S,2
walsh's,W AO L SH IH Z,2
waltrip,W AO L T R IH P,2
waltzing,W AO L T S IH NG,2
waltzing(1),W AO L S IH NG,2
walwyn,W AO L W IH N,2
wanted,W AO N T IH D,2
wasem,W AO S IH M,2
wassink,W AO S IH NG K,2
watkin,W AO T K IH N,2
watling(1),W AO T L IH NG,2
yawning,Y AO N IH NG,2
zlobin,Z L AO B IH N,2
carbonic,K AA R B AO N IH K,3
margoshes,M AA R G AO SH IH Z,3
snowballing,S N OW B AO L IH NG,3
stonewalling,S T OW N W AO L IH NG,3
outlawing,AW T L AO IH NG,3
cyclops's,S AY K L AO P S IH Z,3
hydraulic,HH AY D R AO L IH K,3
hydraulics,HH AY D R AO L IH K S,3
hydropic,HH AY D R AO P IH K,3
micronic,M AY K R AO N IH K,3
micronics,M AY K R AO N IH K S,3
mindboggling,M AY N D B AO G L IH NG,3
mitotic,M AY T AO T IH K,3
skyhopping,S K AY HH AO P IH NG,3
prebiotic,P R IY B AY AO T IH K,4
environic,EH N V AY R AO N IH K,4
environics,EH N V AY R AO N IH K S,4
jaywalking,JH EY W AO K IH NG,3
wainscotting,W EY N S K AO T IH NG,3
begotten,B IY G AO T IH N,3
ebonic,IY B AO N IH K,3
ebonics,IY B AO N IH K S,3
eos's,IY AO S IH Z,3
leapfrogging,L IY P F R AO G IH NG,3
redrawing,R IY D R AO IH NG,3
seesawing,S IY S AO IH NG,3
sleepwalking,S L IY P W AO K IH NG,3
polytropic,P AA L IY T R AO P IH K,4
amniotic,AE M N IY AO T IH K,4
domoling,D AA M AO L IH NG,3
non-profit,N AA N P R AO F IH T,3
non-profits,N AA N P R AO F IH T S,3
o'laughlin,OW L AO K L IH N,3
olaughlin,OW L AO K L IH N,3
prolonging,P R OW L AO NG IH NG,3
agustin,AH G AO S T IH N,3
appalling,AH P AO L IH NG,3
applauded,AH P L AO D IH D,3
applauding,AH P L AO D IH NG,3
assaulted,AH S AO L T IH D,3
assaulting,AH S AO L T IH NG,3
assaultive,AH S AO L T IH V,3
butkiewicz,B AH T K AO W IH CH,3
butkovich,B AH T K AO V IH CH,3
garonzik,G AH R AO N Z IH K,3
maclaughlin,M AH K L AO K L IH N,3
molonicks,M AH L AO N IH K S,3
undaunted,AH N D AO N T IH D,3
unwanted,AH N W AO N T IH D,3
vlahakis,V L AH HH AO K IH S,3
pleomorphic,P L IY AH M AO F IH K,4
pleomorphism,P L IY AH M AO F IH Z M,4
cataloging,K AE T AH L AO G IH NG,4
cataloguing,K AE T AH L AO G IH NG,4
macintoshes,M AE K AH N T AO SH IH Z,4
aeronautics,EH R AH N AO T IH K S,4
telescopic,T EH L AH S K AO P IH K,4
unabombing,Y UW N AH B AO M IH NG,4
unabombings,Y UW N AH B AO M IH NG Z,4
spasmodic,S P AE Z M AO D IH K,3
marauding,M ER AO D IH NG,3
harpercollins,HH AA R P ER K AO L IH N Z,4
overhauling,OW V ER HH AO L IH NG,4
somersaulting,S AH M ER S AO L T IH NG,4
beschloss's,B EH SH L AO S IH S,3
balcerowicz,B AE L S EH R AO W IH CH,4
mothballing,M AO TH B AO L IH NG,3
apostolic,AE P AO S T AO L IH K,4
belonging,B IH L AO NG IH NG,3
belongings,B IH L AO NG IH NG Z,3
