,phonemic_transcription
127998,D R AO L
127999,D R AO L D
128000,D R AO L Z
128001,D R AO N
128002,D R AO Z
128003,D R AO P
128004,D R AO S
128005,F AO L B
128006,F AO K
128007,F AO K
128008,F AO L
128009,F AO L Z
128010,F AO L Z
128011,F AO L S
128012,F AO N
128013,F AO T
128014,F AO T S
128015,F AO L
128016,F AO L D Z
128017,F AO K
128018,F AO K S
128019,F AO L
128020,F AO L T
128021,F AO L T S
128022,F AO N S
128023,F AO Z
128024,F AO S
128025,F AO TH
128026,F AO
128027,F AO K S
128028,F AO N
128029,F L AO
128030,F L AO M
128031,F L AO N T
128032,F L AO N T S
128033,F L AO
128034,F L AO D
128035,F L AO N
128036,F L AO Z
128037,F AO B
128038,F AO G
128039,F AO G Z
128040,F AO NG
128041,F AO P
128042,F AO T
128043,F R AO D
128044,F R AO D Z
128045,F R AO T
128046,F R AO SH
128047,F R AO S
128048,F R AO S T
128049,F R AO S T S
128050,F R AO TH
128051,F R AO TH S
128052,G AO L
128053,G AO L Z
128054,G AO L T
128055,G AO B
128056,G AO CH
128057,G AO
128058,G AO L
128059,G AO L K
128060,G AO L
128061,G AO L Z
128062,G AO L T
128063,G AO N S
128064,G AO N T
128065,G AO N T
128066,G AO Z
128067,G AO Z
128068,G AO T
128069,G AO Z
128070,G AO
128071,G AO K
128072,G AO N
128073,G L AO B
128074,G L AO D
128075,G L AO Z
128076,G L AO
128077,G L AO S
128078,G L AO S T
128079,N AO
128080,N AO D
128081,N AO Z
128082,G AO F
128083,G AO L F
128084,G AO N
128085,G AO NG
128086,G AO NG Z
128087,G AO SH
128088,G AO S
128089,G AO F
128090,G R AO L
128091,G R AO L
128092,G R AO NG K
128093,G R AO
128094,G R AO
128095,G R AO F
128096,G R AO SH
128097,HH AO L D
128098,HH AO L
128099,HH AO L Z
128100,HH AO L Z
128101,HH AO L T
128102,HH AO L T S
128103,HH AO B
128104,HH AO CH
128105,HH AO K
128106,HH AO F
128107,HH AO F
128108,HH AO G
128109,HH AO JH
128110,HH AO
128111,HH AO N
128112,HH AO T
128113,HH AO K
128114,HH AO K
128115,HH AO L
128116,HH AO L D
128117,HH AO L Z
128118,HH AO N
128119,HH AO N T
128120,HH AO N T S
128121,HH AO P T
128122,HH AO T
128123,HH AO TH
128124,HH AO
128125,HH AO
128126,HH AO Z
128127,HH AO K
128128,HH AO K
128129,HH AO K S
128130,HH AO K T
128131,HH AO K S
128132,HH AO K S
128133,HH AO N
128134,HH AO Z
128135,M AO NG
128136,HH M AO NG
128137,HH AO F
128138,HH AO K
128139,HH AO NG
128140,HH AO NG K
128141,HH AO NG K S
128142,HH AO SH
128143,JH AO CH
128144,JH AO N T
128145,JH AO N T S
128146,JH AO
128147,JH AO D
128148,JH AO Z
128149,JH AO NG
128150,JH AO S
128151,K AO K
128152,K AO L
128153,K AO L T
128154,K AO K
128155,K AO L
128156,K AO P
128157,K AO P
128158,K AO Z
128159,K AO TH
128160,K AO T S
128161,K Y AO S
128162,K L AO M
128163,K L AO S
128164,K L AO S
128165,N AO B
128166,N AO F
128167,N AO F
128168,N AO P
128169,N AO Z
128170,N AO S
128171,N AO F
128172,N AO S
128173,K AO CH
128174,K AO F
128175,K AO NG
128176,K AO NG G
128177,K AO NG Z
128178,K AO NG G Z
128179,K AO P F
128180,K AO N Z
128181,K AO SH
128182,K AO S
128183,K R AO L
128184,K R AO S
128185,K R AO S
128186,K R AO TH
128187,K R AO L
128188,K R AO L
128189,K R AO S
128190,K W AO NG
128191,K Y AO NG
128192,K Y AO NG
128193,L AO L
128194,L AO B
128195,L AO B
128196,L AO K
128197,L AO D
128198,L AO D
128199,L AO D Z
128200,L AO F
128201,L AO N
128202,L AO N CH
128203,L AO N CH T
128204,L AO T
128205,L AO TH
128206,L AO K S
128207,L AO
128208,L AO Z
128209,L AO Z
128210,L AO N
128211,L AO N Z
128212,L AO Z
128213,L AO SH
128214,L AO F T
128215,L AO F T S
128216,L AO F T S
128217,L AO G
128218,L AO G D
128219,L AO G Z
128220,L AO L
128221,L AO NG
128222,L AO NG Z
128223,L AO NG D
128224,L AO NG Z
128225,L AO S
128226,L AO SH
128227,L AO S
128228,L AO S T
128229,L AO T
128230,M AO L
128231,M AO L Z
128232,M AO L Z
128233,M AO L T
128234,M AO L T S
128235,M AO CH
128236,M AO K
128237,M AO D
128238,M AO D
128239,M AO K
128240,M AO L
128241,M AO L
128242,M AO L D
128243,M AO L
128244,M AO L T
128245,M AO N D
128246,M AO N
128247,M AO NG
128248,M AO Z
128249,M AO S
128250,M AO S T
128251,M AO T
128252,M AO DH
128253,M AO T S
128254,M AO V
128255,M AO
128256,M AO D
128257,M AO L
128258,M AO NG
128259,M AO S
128260,M AO SH
128261,M AO S K
128262,M AO S K
128263,M AO S K S
128264,M AO S
128265,M AO TH
128266,M AO TH S
128267,N AO L
128268,N AO L Z
128269,N AO T
128270,N AO L T
128271,N AO Z
128272,N AO S
128273,N AO S
128274,AO K T
128275,AO F
128276,AO F S
128277,AO F S
128278,AO F T
128279,AO N
128280,AO NG
128281,AO P
128282,AO S
128283,AO T
128284,AO T
128285,P AO L
128286,P AO L T S
128287,P AO
128288,P AO L
128289,P AO L Z
128290,P AO L
128291,P AO L Z
128292,P AO L K
128293,P AO L
128294,P AO L Z
128295,P AO P
128296,P AO Z
128297,P AO Z D
128298,P AO T S
128299,P AO
128300,P AO D
128301,P AO N
128302,P AO N D
128303,P AO N Z
128304,P AO Z
128305,P L AO CH
128306,P L AO T
128307,P L AO T S
128308,P L AO S
128309,P AO L Z
128310,P AO F
128311,P AO L
128312,P AO M
128313,P AO NG
128314,P AO SH
128315,P AO S
128316,P R AO L
128317,P R AO N
128318,P R AO Z
128319,P R AO N
128320,P R AO N Z
128321,P R AO F
128322,P R AO NG
128323,P R AO NG D
128324,P R AO NG Z
128325,P R AO SH
128326,P R AO S
128327,K W AO N
128328,K W AO N D T
128329,K W AO NG
128330,K W AO SH
128331,K W AO SH T
128332,R AO L
128333,R AO L Z
128334,R AO B
128335,R AO CH
128336,R AO
128337,R AO L
128338,R AO M
128339,R AO N
128340,R AO P
128341,R AO P
128342,R AO TH
128343,R AO
128344,R AO L
128345,R AO L Z
128346,R AO L Z
128347,R AO F
128348,R AO NG
128349,R AO S
128350,R AO SH
128351,R AO SH
128352,R AO S
128353,R AO TH
128354,R AO TH S
128355,R AO T
128356,S AO K
128357,S AO K S
128358,S AO L
128359,S AO L Z
128360,S AO L T
128361,S AO L T S
128362,S AO L Z
128363,S AO S
128364,S AO D
128365,S AO K
128366,S AO L
128367,S AO L Z
128368,S AO L T
128369,S AO M
128370,S AO Z
128371,S AO Z
128372,S AO V
128373,S AO
128374,S AO D
128375,S AO Z
128376,S K AO L D
128377,S K AO L D Z
128378,SH AO K
128379,SH AO L
128380,SH AO B
128381,SH L AO S
128382,SH M AO L
128383,SH M AO L Z
128384,SH N AO L
128385,SH AO F
128386,SH R AO F
128387,SH R AO TH
128388,SH W AO B
128389,SH W AO N
128390,SH W AO L B
128391,SH W AO L B
128392,SH W AO L
128393,SH W AO M
128394,SH W AO N
128395,SH W AO N T
128396,SH W AO NG K
128397,SH W AO N T S
128398,SH W AO N S
128399,S K AO F
128400,S K AO F T
128401,S K AO F S
128402,S K R AO L
128403,S K R AO L D
128404,SH AO N
128405,SH AO N Z
128406,SH AO B
128407,SH AO L
128408,SH AO L
128409,SH AO N
128410,SH AO
128411,SH AO Z
128412,SH AO L
128413,SH AO L Z
128414,SH AO N
128415,SH AO N Z
128416,SH AO F
128417,SH R AO F
128418,S K AO F
128419,S L AO
128420,S L AO
128421,S L AO S
128422,S M AO L
128423,S M AO L Z
128424,S N AO T
128425,S AO F T
128426,S AO NG
128427,S AO NG Z
128428,S AO NG Z
128429,S AO S
128430,S AO T
128431,S AO T
128432,S P AO L
128433,S P AO
128434,S P AO
128435,S P AO N
128436,S P AO N D
128437,S P AO N Z
128438,S P L AO N
128439,S P AO NG
128440,S P R AO L
128441,S P R AO L D
128442,S P R AO L Z
128443,S P R AO NG
128444,S K W AO L
128445,S K W AO L Z
128446,S K W AO K
128447,S K W AO K S
128448,S T AO K
128449,S T AO K T
128450,S T AO K S
128451,S T AO L
128452,S T AO L D
128453,S T AO L Z
128454,S T AO B
128455,S T AO B Z
128456,S T AO CH
128457,S T AO D
128458,S T AO D T
128459,S T AO F
128460,S T AO N CH
128461,S T AO P
128462,S T AO S
128463,S T AO F
128464,S T AO NG
128465,S T R AO N
128466,S T R AO
128467,S T R AO N
128468,S T R AO Z
128469,S T R AO NG
128470,S W AO M P
128471,S W AO M P T
128472,S W AO M P S
128473,S W AO N
128474,S W AO NG K
128475,S W AO N Z
128476,S W AO P T
128477,T AO K
128478,T AO K S
128479,T AO K T
128480,T AO K S
128481,T AO L
128482,T AO B
128483,T AO T
128484,T AO L
128485,T AO N T
128486,T AO N T S
128487,T AO T
128488,T AO Z
128489,TH AO L
128490,TH AO
128491,TH AO D
128492,TH AO Z
128493,TH AO NG
128494,TH AO T
128495,TH AO T S
128496,TH R AO L
128497,TH R AO NG
128498,TH R AO NG D
128499,TH R AO NG Z
128500,T AO F
128501,T AO L
128502,T AO NG
128503,T AO NG Z
128504,T AO NG K
128505,T AO P
128506,T AO SH
128507,T AO S
128508,T AO S T
128509,T R AO B
128510,T R AO D T
128511,T R AO
128512,T R AO M
128513,T R AO T
128514,T R AO TH
128515,T R AO TH
128516,T R AO F
128517,T R AO F S
128518,T R AO NG
128519,V AO K
128520,V AO L Z
128521,V AO
128522,V AO N
128523,V AO N Z
128524,V AO N
128525,V AO N Z
128526,V AO N Z
128527,V AO T
128528,V AO L T
128529,V AO L T S
128530,V AO S
128531,V AO K S
128532,V AO N
128533,V AO NG
128534,V AO S
128535,V AO T
128536,W AO CH
128537,W AO K S
128538,W AO L
128539,W AO L
128540,W AO L CH
128541,W AO L K
128542,W AO L D
128543,W AO L D
128544,W AO K
128545,W AO K
128546,W AO K T
128547,W AO K S
128548,W AO L
128549,W AO L Z
128550,W AO L
128551,W AO L D
128552,W AO L Z
128553,W AO L Z
128554,W AO L N
128555,W AO L P
128556,W AO L SH
128557,W AO L T
128558,W AO L TH
128559,W AO L T S
128560,W AO L T S
128561,W AO L S
128562,W AO L Z
128563,W AO N T
128564,W AO N T S
128565,W AO SH
128566,W AO T
128567,W AO CH
128568,W AO CH T
128569,W AO T N
128570,W AO
128571,W AO Z
128572,W AO N D
128573,W AO NG
128574,W AO NG Z
128575,R AO NG
128576,R AO NG D
128577,R AO NG Z
128578,R AO T
128579,ZH AO
128580,ZH AO NG
128581,Y AO L
128582,Y AO CH
128583,Y AO N
128584,Y AO
128585,Y AO N
128586,Y AO N D
128587,Y AO N Z
128588,Y AO S T
128589,Y AO NG
128590,Y AO S
128591,Z AO G
128592,Z AO N
128593,Z AO N
128594,Z AO S
128595,Z W AO K
128596,AA R B AO
128597,AA R M S T R AO NG
128598,AA R M S T R AO NG Z
128599,B AA R K R AO F T
128600,B AA R D AO N
128601,B AA R T AO SH
128602,K AA R B AO
128603,K AA R D AO N
128604,K AA R N AO
128605,K AA R AO N
128606,G AA R AO N
128607,HH AA R B AO
128608,HH AA R D B AO L
128609,HH AA R L AO F
128610,HH AA R SH AO
128611,HH AA R T K AO F
128612,HH AA R T AO NG
128613,Y AA R M AO N
128614,M AA R K AO T
128615,M AA R K AO F
128616,M AA R AO K
128617,M AA R AO N
128618,M AA R SH AO K
128619,M AA R SH AO L Z
128620,N AA R AO N
128621,S AA R N AO F
128622,S T AA R K R AO S
128623,T AA R N AO F
128624,T AA R N AO F S
128625,V AA R D AO N
128626,V AA R N AO N
128627,V AA R AO N
128628,S AA K AA R AO V
128629,S AA K AA R AO V
128630,Z AA M AA R AO N
128631,SH T IY R AO V
128632,B OW M AO N T
128633,B OW N HH AO F
128634,B OW T AO K S
128635,B R OW K AO
128636,K OW B AO L T
128637,K OW B AO L
128638,K OW V AO L T
128639,D OW B AO JH
128640,G R OW S K AO F
128641,G R OW S K AO P F
128642,G R OW S K AO F
128643,L OW N L AO S
128644,L OW K AO S T
128645,M OW HH AO K
128646,M OW HH AO K S
128647,M OW N Z AO N
128648,OW K AO
128649,OW K AO Z
128650,K W OW T R AO N
128651,K W OW T R AO N Z
128652,R OW S T AO F
128653,R OW Z L AO N
128654,R OW Z L AO N Z
128655,R OW S AO L
128656,SH OW N TH AO L
128657,SH OW N W AO L D
128658,S K OW K R AO F T
128659,S N OW B AO L
128660,S N OW B AO L Z
128661,S N OW B AO L D
128662,S N OW B AO L Z
128663,S OW K AO L D
128664,S OW B AO N
128665,S T OW N W AO L
128666,S T OW N W AO L D
128667,V OW T AO
128668,Y OW S AO K
128669,P L AA M OW N D AO N
128670,F OW T OW AO P
128671,JH AH M B OW T R AO N
128672,JH AH M B OW T R AO N Z
128673,EH K OW HH AO K
128674,EH K OW HH AO K S
128675,M EH T R OW K AO L
128676,M AY K R OW S AO F T
128677,M AY K R OW S AO F T S
128678,M AY K R OW S AO F S
128679,Y UW N OW S AO M
128680,D AW N F AO L
128681,HH AW P AO JH
128682,AW R L AO NG
128683,Y AW D AO N
128684,K R AW S K AO F
128685,AW T L AO
128686,AW T L AO D
128687,AW T L AO Z
128688,S AW TH W AO L
128689,M AE HH AW AO L D
128690,D OY R AO N
128691,G OY K AO
128692,L OY N K L AO TH
128693,P OY Z S AO N T
128694,S OY S AO S
128695,AY K AO F
128696,B AY G AO SH
128697,B AY G AO N
128698,B AY G AO N Z
128699,B AY L AO
128700,B AY L AO Z
128701,K AY B AO T
128702,S AY K L AO P S
128703,AY K HH AO F
128704,AY N AO N
128705,AY N AO N Z
128706,AY B AO L
128707,AY B AO L Z
128708,F AY R B AO L
128709,F AY R B AO L Z
128710,F AY R B AO
128711,F R AY W AO L D
128712,G L AY K AO F
128713,G L AY K AO L
128714,HH AY F AO NG
128715,HH AY L B AO P
128716,HH AY S AO
128717,HH AY K R AO F T
128718,HH AY D R AO K S
128719,HH AY S AO NG
128720,AY P AO D
128721,AY P AO D Z
128722,L AY F L AO NG
128723,L AY T HH AO L
128724,L AY S AO L
128725,N AY T F AO L
128726,N AY T HH AO K
128727,N AY T HH AO K S
128728,P AY B AO L D
128729,T AY AO N
128730,R AY N W AO L D
128731,R AY K AO F
128732,S AY D W AO K
128733,S AY D W AO K S
128734,S K AY HH AO K
128735,S K AY HH AO K S
128736,S K AY L AO N
128737,S T AY N HH AO F
128738,S T AY R AO N
128739,T AY K HH AO L T S
128740,W AY N R AO TH
128741,W AY S K AO F
128742,W AY T HH AO L
128743,HH W AY T HH AO L
128744,W AY T HH AO L Z
128745,HH W AY T HH AO L Z
128746,W AY T L AO
128747,HH W AY T L AO
128748,R AY T AO F
128749,R AY T AO F S
128750,R OW HH AY P N AO L
128751,B AO R D W AO K
128752,B AO R D W AO K S
128753,B AO R AO F
128754,B AO R AO F
128755,K AO R N S T AO K
128756,K AO R N S T AO K S
128757,K AO R N W AO L
128758,K AO R N W AO L Z
128759,K AO R T AO L D Z
128760,F AO R G AO N
128761,F AO R S AO
128762,F AO R S T AO L
128763,F AO R S T AO L Z
128764,F AO R TH AO T
128765,F AO R N AO F
128766,HH AO R W AO TH
128767,K AO R AO L
128768,N AO R K R AO S
128769,N AO R TH AO L T
128770,N AO R W AO K
128771,AO R L AO F
128772,AO R L AO F S
128773,AO R L AO V
128774,AO R L AO V S
128775,AO R N D AO F
128776,AO R T L AO F
128777,P UW R B AO
128778,SH W AO R T S K AO P F
128779,SH W AO R T S K AO F
128780,SH W AO R T S K AO P F
128781,SH W AO R T S K AO F
128782,SH W AO R T S K AO P F S
128783,SH W AO R T S K AO F S
128784,SH AO R T F AO L
128785,SH AO R T F AO L Z
128786,T W AO R AO G
128787,V AO R W AO L D
128788,W AO R K AO L
128789,W AO R D L AO
128790,W AO R HH AO L
128791,W AO R L AO K
128792,W AO R L AO K S
128793,W AO R L AO K S
128794,W AO R S AO
128795,W AO R S AO Z
128796,W AO R S AO Z
128797,W AO R SH AO
128798,W AO R T HH AO G
128799,F R IY F AO R AO L
128800,S AA N L AO R AO N T
128801,EY K AO T
128802,EY D AO L F
128803,EY W AO L
128804,EY AO N
128805,EY AO T
128806,B EY K AO F
128807,B EY K AO F S
128808,B EY S B AO L
128809,B EY S B AO L Z
128810,B EY S B AO L Z
128811,CH EY N S AO
128812,CH EY N S AO Z
128813,K L EY B AO
128814,D EY HH AO F
128815,D R EY P AO NG
128816,EY AO F
128817,G EY M K AO K
128818,G EY M K AO K S
128819,G R EY D AO F
128820,G R EY D AO F S
128821,EY CH B AO K S
128822,JH EY W AO K
128823,K EY K AO P
128824,L EY G AO S
128825,L EY D L AO
128826,L EY D L AO Z
128827,L EY AO F
128828,L EY AO F S
128829,M EY AO L
128830,M EY HH AO L
128831,M EY AO N
128832,M EY AO T
128833,M EY N AO N
128834,P EY AO F
128835,P EY AO F S
128836,P EY AO T
128837,P L EY N S AO NG
128838,P L EY AO F
128839,P L EY AO F S
128840,R EY N F AO L
128841,R EY N F AO L Z
128842,R EY K S T R AO
128843,R EY N AO D
128844,S EY M AO L
128845,S EY V AO N
128846,S L EY B AO
128847,S P EY S B AO L
128848,S P EY S B AO L Z
128849,T EY K AO F
128850,T EY K AO F S
128851,T R EY D AO F
128852,T R EY D AO F S
128853,T R EY D AO F
128854,T R EY D AO F S
128855,ZH W EY D AO NG
128856,K AA R EY AO N
128857,AO R T EY G AO N
128858,B UH L D AO G
128859,B UH L D AO G Z
128860,B UH L F R AO G
128861,B UH L F R AO G Z
128862,B UH SH AO
128863,B UH SH AO NG
128864,F UH T B AO L
128865,F UH T B AO L Z
128866,F UH T B AO L Z
128867,F UH T F AO L
128868,F UH T W AO L
128869,G UH D AO L
128870,G R UH N W AO L D
128871,N UH R AO TH
128872,V UH T AO N
128873,W UH L F D AO G
128874,W UH D AO L
128875,W UH D HH AO L
128876,W UH D S M AO L
128877,B IY K R AO F T
128878,B IY G AO T
128879,B IY S AO
128880,B IY AO N D
128881,CH IY AO NG
128882,D IY AO N
128883,IY AO S
128884,IY S AO
128885,F R IY F AO L
128886,F R IY HH AO F
128887,F R IY HH AO F S
128888,F R IY D HH AO F
128889,G R IY N HH AO
128890,G R IY N L AO
128891,G R IY N W AO L D
128892,G R IY N W AO L D Z
128893,G R IY N W AO L D Z
128894,G W IY AO N
128895,K IY AO S K
128896,K IY AO S K S
128897,K R IY S T AO F
128898,K R IY SH T AO F
128899,L IY D AO F
128900,L IY P F R AO G
128901,L IY P F R AO G D
128902,L IY S AO N
128903,M IY T B AO L
128904,M IY T B AO L Z
128905,M IY N AO G
128906,N IY HH AO F
128907,P IY P AO D
128908,P IY L AO N
128909,P R IY D AO N
128910,R IY K AO L
128911,R IY K AO L Z
128912,R IY K AO N
128913,R IY K R AO S
128914,R IY D R AO
128915,R IY D R AO N
128916,R IY L AO N CH
128917,R IY L AO N CH T
128918,R IY SH AO T
128919,R IY TH AO T
128920,S IY B AO
128921,S IY HH AO K
128922,S IY HH AO K S
128923,S IY B AO L D
128924,S IY K Y AO NG
128925,S IY S AO
128926,S IY S AO D
128927,S IY W AO L D
128928,SH IY AO NG
128929,S IY L AO F
128930,S IY L M AO N
128931,S L IY P W AO K
128932,T IY S AO N
128933,T IY S AO L
128934,T R IY T AO P
128935,T R IY T AO P S
128936,W IY K L AO NG
128937,AA G W IY L AO N
128938,AA L T IY AO N
128939,D AA V IY G N AO N
128940,K AA Z IY AO L
128941,P AA P IY K AO K
128942,V AA L IY B AO L
128943,G OW L D IY L AO K S
128944,HH OW L IY K R AO S
128945,G OW B IY AO F
128946,Y OW F R IY AO N
128947,M AH N T R IY AO L
128948,S AE V IY AO N
128949,M AH L AE TH IY AO N
128950,EH R IY AO N
128951,M EH R IY N B AO N
128952,M EH R IY N B AO N Z
128953,T W EH N T IY W AO N
128954,M IH N IY K AO S T
128955,K UW V IY L Y AO N
128956,K UW V IY L AO N
128957,D AO R IY AO N
128958,AA D AO N
128959,AA M AO N
128960,AA N T AO L
128961,AA V AO N T S
128962,B AA L AO N
128963,B R AA K HH AO F
128964,B R AA N AO
128965,K AA B AO
128966,K AA N AO T
128967,K AA N AO T S
128968,K R AA SH AO
128969,D AA L AO F
128970,D R AA P AO F
128971,D R AA P AO F S
128972,D R AA P AO F
128973,D R AA P AO F S
128974,F AA S N AO
128975,G AA S HH AO K
128976,G AA T B AO M
128977,G R AA CH AO V
128978,G R AA SH AO NG
128979,G R AA S K AO P F
128980,G W AA NG D AO NG
128981,HH AA B AO
128982,HH AA B S B AO M
128983,HH AA SH AO
128984,HH AA T K R AO S
128985,HH AA T D AO G
128986,HH AA T D AO G Z
128987,HH AA T P AO T
128988,N AA K AO F
128989,N AA K AO F S
128990,K AA NG K AO L
128991,K AA S T AO F
128992,K AA W AO K
128993,K AA Z L AO F
128994,L AA K AO S T
128995,L AA F AO N D
128996,L AA F AO N T
128997,L AA M AO N
128998,L AA M AO DH
128999,L AA B AO
129000,L AA B L AO
129001,M AA N Y AO N
129002,M AA N AO N
129003,M AA Z AO N
129004,AA B L AO NG
129005,AA D B AO L
129006,AA D B AO L Z
129007,AA S T HH AO F
129008,P AA B AO N
129009,P AA P AO F
129010,P AA T HH AO F
129011,R AA B AO N
129012,R AA G AO N
129013,R AA K AO F
129014,R AA G AO F
129015,R AA L AO F
129016,R AA S AO F
129017,S AA T HH AO F
129018,S AA B AO L
129019,S AA B AO L Z
129020,S AA NG G AO N
129021,S K AA F L AO Z
129022,SH AA P T AO
129023,S AA L AO F
129024,S T AA B AO
129025,S T AA M B AO
129026,T R AA B AO
129027,V AA K S HH AO L
129028,V AA N B R AO N
129029,W AA SH K L AO TH
129030,W AA CH D AO G
129031,W AA CH D AO G Z
129032,R AA K L AO
129033,Y AA K AO V
129034,Y AA Z AO V
129035,V IY L AA L AO N
129036,HH AA R G AA D AO N
129037,EH N K AA R N AA S Y AO N
129038,AA M AA D AO N
129039,G AA B AA L D AO N
129040,M AA T AA L AO N
129041,K OW S Y AA K AO V
129042,M OW G AA Y AO N
129043,M OW G AA Y AO N Z
129044,M OW N D R AA G AO N
129045,M OW N T AA V AO N
129046,S OW S AA M AO N
129047,K OW L AO
129048,K OW L B AO
129049,HH OW L S K L AO
129050,HH OW L T S K L AO
129051,HH OW L T S K L AO
129052,HH OW L S T AO F
129053,K OW L HH AO F
129054,OW L AO F
129055,OW L AO F S
129056,OW L T HH AO F
129057,R OW L AO F
129058,W OW L K AO F
129059,AH B R AO D
129060,AH K AO S T
129061,AH K AO G
129062,AH K R AO S
129063,AH L B AO
129064,AH L B AO
129065,AH L AO F T
129066,AH L AO NG
129067,AH L AO NG Z
129068,AH L P AO
129069,AH L S P AO
129070,AH M AO S
129071,AH N S P AO
129072,AH P AO L
129073,AH P AO L D
129074,AH P AO L Z
129075,AH P L AO D
129076,AH P L AO D Z
129077,AH P L AO Z
129078,AH SH B AO
129079,AH S AO L T
129080,AH S AO L T S
129081,B AH K AO L
129082,B AH S AO L T
129083,B AH S AO L T S
129084,B AH SH AO
129085,B L AH B AO
129086,B R AH M B AO
129087,B AH K W AO L D
129088,B AH D L AO NG
129089,B AH M B AO
129090,K AH D AO T
129091,SH AH V AO S
129092,K R AH M B AO
129093,K AH M AO K
129094,K AH T AO F
129095,K AH T AO F S
129096,K AH CH AO
129097,D AH JH AO NG
129098,D AH JH AO NG
129099,D AH JH AO NG
129100,D AH L AO NG
129101,D AH B AO F
129102,D AH B R AO K
129103,D AH K W AO L
129104,F L AH M AO K S
129105,F L AH M AO K S T
129106,G R AH B AO
129107,G R AH N W AO L D
129108,G AH F AO
129109,G AH F AO Z
129110,G AH N D AO G
129111,HH AH M AO NG
129112,HH AH S AO NG
129113,L AH K R AO S
129114,L AH K R AO S
129115,L AH M AO T
129116,L AH P L AO N T
129117,L AH K R AO S
129118,L AH P AO Z
129119,L AH V AO L
129120,M AH K AO
129121,M AH K AO Z
129122,M AH K AO L
129123,M AH K AO L Z
129124,M AH K AO N
129125,M AH K AO L
129126,M AH K AO
129127,M AH K AO Z
129128,M AH K R AO
129129,M AH K F AO L
129130,M AH K F AO L Z
129131,M AH K F AO L
129132,M AH G AO
129133,M AH G AO
129134,M AH G AO
129135,M AH G L AO N
129136,M AH G AO F
129137,M AH G R AO
129138,M AH K N AO L
129139,M AH K N AO T
129140,M AH K F AO L
129141,M AH HH AO L
129142,M AH N TH L AO NG
129143,M AH S K AO P F
129144,M AH S K AO F
129145,N AH P AO L
129146,W AH N AO F
129147,P R AH L AO NG
129148,P R AH L AO NG D
129149,P R AH L AO NG Z
129150,P AH T HH AO F
129151,R AH D AO SH
129152,R AH B L AO F
129153,R AH D L AO F
129154,R AH M B AO
129155,R AH N AO F
129156,S T AH M B AO
129157,S AH S AO NG
129158,AH N K AO L D
129159,AH N S K AO M
129160,AH P HH AO F
129161,AH P SH AO
129162,AH T G AO F
129163,Z AH D AO NG
129164,AA R CH AH B AO L D
129165,AA R G AH N AO T
129166,AA R G AH N AO T S
129167,AA R G AH N AO T S
129168,AA R M AH K AO S T
129169,AA R M AH K AO S T S
129170,B AA R T AH L B AO
129171,K AA R G AH N AO F
129172,K AA R AH K AO S
129173,K AA R G AH N AO V
129174,HH OW N AH S T AO K
129175,JH OW S AH F TH AO L
129176,K OW S AH K AO F
129177,OW P AH N SH AO
129178,P R OW T AH K AO L
129179,P R OW T AH K AO L Z
129180,R OW M AH N AO F
129181,R OW M AH N AO V
129182,R OW M AH N AO F
129183,R OW Z AH N TH AO L
129184,R OW Z AH N W AO L D
129185,S T R OW G AH N AO F
